prod|title|author|date|review_format|stars|comments|review_ids|link_id|n_helpful
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Finally feel like parenting comes with instruction manual!
            "|ElleBelle|November 13, 2017||5|"Makes me feel like I'm being a good parent because every little detail of this play gym is backed with science for my baby's brain development.
            "|R2IWPBQF30DEBC|AE3OKT5SFWPRGSOAON6ZQO3CKG6Q|15
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"What an amazing play gym
            "|Jorge Boone|April 1, 2018||5|"Wow! What an amazing play gym! The wood frame is beautiful and sturdy, the different areas of the playmat are engaging and provide a little one with different areas to explore as they grow.  We got this as a gift for a close friend and they could not be happier! By far the highest quality, most attractive and thoughtful play gym out there.
            "|R1KK9CR8V6UNJK|AH6QWAGKVZJSR3CNYLTUTB74XNTA|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"The ONLY thing you need 0-12mon+
            "|MamatocoolbbV|January 29, 2019||5|"I am guilty of impulse buying this via facebook ads, of all places! Cringed thinking it could be cute but likely another hipster toy. I couldnt have been more wrong!! This is genius. SMART, ECO, ALL STAGES! Parents and baby look forward to playing and exploring!!! We even went on to buy the month to month developmental subscription - and I couldn’t freakin believe it but it’s EVEN BETTER. All my girlfriends will be getting this as gifts. It’s so amazing, you will not regret! Takes the guesswork out of choosing toys and activities by giving you simple easy whole some things to do with your child no flashy lights and unnecessary plastics this truly is such a godsend for parents who care about the earth and how their children learn! Beyond great. Ahhh! So in love!
            "|R230EQ0YFW6EUV|AGD3GX274EGRHFLMPY7FQQERL54A|6
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"No Brainer Investment
            "|Jeremy E Zobrist|August 8, 2018||5|"Our daughter loves her Lovevery play gym!  She is fascinated with the bright colors and crinkly edge.  We love the Lovevery gym because it is so easy to put together and well-constructed.  Plus the instruction book, cards and mirrors tell us what to expect in every stage.  Great product!!!
            "|R2DH480JRMHTGT|AHF5BF5QGTUKJ5KBT5Z67RMYXMNQ|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"How to delight and support a new parent
            "|Chloe S|February 26, 2018||5|"I have been giving the Lovevery Play Gym to all my friends with newborns, and the feedback has been excellent. One of my favorites was from an engineer dad who was feverishly reading up on brain development––he was relieved and delighted to find that the Lovevery Play Gym development cards and materials hit every single one of the key findings he had been studying. Now he can relax and play with his baby, knowing that all the complex insights have been captured in a beautiful tool. I also feel so good about giving this gift because it just looks so damn great.
            "|RA4IRGWR64B7U|AGTTSEDZ6WRWGHEN3YAC5XCC3VRA|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Buy this beautiful playmat!!
            "|Mary Bowers|December 28, 2018||5|"Buy this play gym!! This is the most beautifully designed play gym I have ever seen. It’s made of high quality materials, beautiful fabrics, stunning colors. My 2m old loves it. It keeps her occupied for 10+ minutes!  She stares at the black and white ball and smiles and kicks. She’s starting to show interest in the wooden piece with the bell. And she loved looking at the crinkle fabric when she’s having tummy time. Our home is somewhat limited on play area space so we don’t have a lot of toys or baby gear and I can’t stand noises battery powered toys so this has been the perfect addition to our small play area. This mat is gorgeous, very asthetically pleasing!
            "|R157KO88XECIVY|AF2R626WIJSZLXLRVKEQPBWQ6Q3A|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best Playgym - Ever!!!
            "|Paul Dlugosch|January 12, 2019||5|"I bought this Play Gym for my new grand daughter because it came so highly recommended from other grandparents. I heard over and over about the superior quality and longevity of the product (that it goes all the way through the first year and turns into a fun fort) so other grandkids can enjoy it as well. I was a little apprehensive of the price, but after seeing it in person and everything that comes with it, it is well worth the price. What’s truly useful to us as grandparents is the play guide that gives tips on how to interact with our grand daughter so that we can play a role in her development.Overall: Excellent product from an amazing company!! They make it easy to play without all the batteries and plastic!! We're considering subscribing to Lovevery’s Play Kits as well!
            "|R2CDL1METWV1AB|AFQUBBKEDC7QTXRV2G7TJXPZ545A|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"what a great gift!
            "|Toby Moore|March 15, 2018||5|"I received the Play Gym as a gift and am super pleased to have it! My 4-month-old daughter spends a lot of time batting the clapper bell, which makes a pleasant sound and elicits giggles and gurgles of joy and effort, which are an even more pleasant sound! As she grows she is discovering more of the secrets contained in the mat and when we put the cards out and the mirror to look at, she is totally engrossed. So nice to have a well-made and well-considered place for our baby to be in our home!
            "|RTRG6I25JMMQM|AGKV3PJMPQ3KRMMF4USZCPZMJ7NQ|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"I love this play gym
            "|Drew Sarrett|March 28, 2018||5|"I love this play gym.  I didn't even want to buy a play gym for our daughter because most of them are so ugly, but I think this one is super cute.  And, our 3 month old really loves it!  The straps for the hanging toys were kind of short, but there was a card in our box that said to email Lovevery for longer straps if you wanted them.  I did, and the new straps are a much better length.  I also love that it is washable.  I read another review stating that it isn't really washable, but I have washed mine twice so far with no problem.  You just have to remove the ""Learn to Focus Center"" (and wipe it down) and let the rest air dry.
            "|R1FXVBLSGL533J|AF4VFCHL573IYFV6LVVYA3BEIASQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"A fun mat with some great features, but in need of improvements
            "|anonymous|November 16, 2017|Verified Purchase|3|"This is a nice mat, but, especially given its price point, it needs some significant improvements. It is bigger than many other playmats and there is no way to store it. It seems like it would be easy to make a top mechanism that would allow for collapsing of the legs and then you could wrap the mat around for storage. This is really disappointing because it takes up a ton of floor space (more than any other piece of baby gear we own) and there’s no way I can leave the mat out all the time. I wish there were more going on in the center of the mat. The pattern there would be better if higher contrast. The wooden toy can snap on fingers. This happened to my toddler while playing with it. I’ll likely replace it soon. I love the cards and book. All in all, I like it, and will keep it, but hope to see some improvements in future versions.
            "|RCJICD324GX7Z|AEMIPHAU5PSDBDDW4OZ6JJHONKOA|21
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"MY GIFT FOR EVERY NEWBORN
            "|sharon|January 28, 2019||5|"I absolutely love this new play gym!  From the ease of set up, Hugh quality materials (all wood frame instead of plastic) so easy to wipe down and not the usual bright obnoxious colours found on most play gyms. . I love the way there are different areas for the baby to explore as they grow and the conversion to a tent is amazing.  I have gifted 3 of them now and the new parents love it so much which makes me feel that I am not buying rubbish that will go in a landfill.  The quality is so good it can be passed down and across to friends and family.  I wish I had this when my kids were small, but I get to give it to my god children and friends which makes me so happy.  It is my go to gift for all the new babies.
            "|R3GVA0Z00D01R7|AFNQX7FEYHEAA5QVTR3OCCPIN73A|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Worth it! High quality and safe for baby
            "|Jen R.|April 14, 2019||5|"This is totally worth the money.First, not having a playmat with fire retardant and unsafe chemicals is what led me to make this purchase.  I had another for my first two kids and I wasn't sure this purchase would be worth the money for my third, but it totally was!It's easy to assemble and clean.  When my baby went to the bathroom on it, I put it on a speed cycle in the washing machine and hung it dry and it was all better!It is vibrant and soft and doesn't smell (I do not like that chemical smell on other play mats).The toys are great quality attached or unattached from the play gym.The Baby Play Book that comes with it is darling and has great information on developmental stages and suggestions for play and development during those stages.I thought the learning cards were silly, but my baby actually loves them. He stares at them often.  They change based on age and stage as well.Also love that they featured a photo of a kid with Downs Syndrome in their product,  thanks for being inclusive.
            "|RIQVNIPPQ7IEF|AFCEBEXAWNHI5BS3HB4ZZWQ5XMOA|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"... and from the moment we set it up he loved it!
            "|Peggylisa|July 30, 2018||5|"My 6mo old grandson received this play gym as a gift and from the moment we set it up he loved it!!  It keeps him entertained and he seems to never tire of playing with the toys.  I highly recommend it for all little ones.
            "|R1EPRKC3PT4HEA|AF7VERXZEAYFEXEUUUEUBFH6FAGA|9
